,Location Names,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,Column1,Column2,Missing Addresses
SAE,Salvation Army: Elkhart,ELK,0,0,CCFN,0,0,0,0,6.3,0,255.2,300,240,561.5,78,0,
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,315,130,0,355.7,100,144,3744.2,300,240,5088.9,78,0,
MLC,Maple Leaf Commons,ELK,0,0,CCFN,40,0,0,0,15,40,0,0,0,95,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,353,100,42,0,83,25,733.5,0,0,1336.5,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,100,100,0,55,0,36,382.5,150,120,823.5,78,0,
SAG,"Salvation Army North Main Street, Goshen, IN",ELK,0,0,CCFN,46,24,0,0,85.5,0,20,0,0,175.5,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,0,0,0,0,0,18,398,0,0,416,78,0,
RA,Rushton Apartments,SJ,0,0,CCFN,50,12,20,5.5,33,30.5,232.6,0,0,383.6,78,0,"501 W W Washington St, South Bend, IN 46601"
STVINC,St Vincent de Paul Pastoral Center,ELK,0,0,CCFN,0,0,0,0,0,71.5,1023.5,0,0,1095,78,0,"428 Melcher Ave, Elkhart, IN 46516"
PMBC,Progressive Missionary Baptist Church,SJ,0,0,CCFN,0,0,0,0,25,0,68,0,0,93,78,0,"1232 E Bronson St, South Bend, IN 46615"
LTC,Life Treatment Center (wants to remain ANON),SJ,0,0,CCFN,0,100,0,0,0,0,81.4,0,0,181.4,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,0,0,26.4,30,24,56.4,78,0,"911 California Ave, South Bend, IN 46616"
HCHS,Heart City Health - Scenic,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
HCHSN,Heart City Health - Simpson,ELK,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
FFC,Family Resource Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
ESNMS,Elkhart Schools: Northside Middle School,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
ESR,Elkhart Schools: Riverview,ELK,0,0,Backpack,0,0,0,0,0,0,0,217.5,174,217.5,78,0,
ESMD,Elkhart Schools: Mary Daly,ELK,0,0,Backpack,0,0,0,0,0,0,0,255,204,255,78,0,
ESEE,Elkhart Schools: Eastwood Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,127.5,102,127.5,78,0,
ESMF,Elkhart Schools: Mary Feeser,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
CHCC,Crowned Heros Care Center,SJ,0,0,CCFN,0,0,0,0,0,0,187.5,0,0,187.5,78,0,"2601 Benham Ave, Elkhart, IN 46517"
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,0,0,0,0,112,0,0,0,0,112,78,0,
BGCE,Boys & Girls Club of Elkhart,ELK,0,0,Backpack,0,0,0,0,0,0,57,0,0,57,78,0,
ESB,Elkhart Schools: Bristol,ELK,0,0,Backpack,0,0,0,0,0,0,0,337.5,270,337.5,78,0,
ESPH,Elkhart Schools: Pace Preschool/Hawthorne,ELK,0,0,Backpack,0,0,0,0,0,0,0,180,144,180,78,0,
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,50,0,0,0,0,0,0,0,0,50,78,0,
PAA,Premier Arts Academy,ELK,0,0,Backpack,0,0,0,0,0,0,0,300,240,300,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,0,0,0,0,0,0,280,375,300,655,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,0,0,0,0,0,0,112,0,0,112,78,0,
GSCE,Goshen Schools: Chamberlain Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,45,36,45,78,0,
GSHS,Goshen Schools: High School,ELK,0,0,Backpack,0,0,0,0,0,0,0,262.5,210,262.5,78,0,
GSGI,Goshen Schools: Goshen Intermediate,ELK,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
GSME,Goshen Schools: Model Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
CSO,Concord: South Side,ELK,0,0,Backpack,0,0,0,0,0,0,0,285,228,285,78,0,
GSPE,Goshen Schools: Parkside Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
GSWGE,Goshen Schools: West Goshen Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,75,60,75,78,0,
GSWE,Goshen Schools: Waterford Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
GPVE,Goshen Schools: Prairie View Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,15,12,15,78,0,
0,Young Women's Christian Association,SJ,0,0,CCFN,0,0,0,0,0,0,239.4,150,120,389.4,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,350,0,0,562.5,450,912.5,78,0,
STC,S A K A L the Center,ELK,0,0,CCFN,733,215,154,134,503.5,42,1797,0,0,3578.5,78,0,
SBCS,South Bend Community Schools: Navarre,SJ,0,0,Backpack,50,0,0,0,39,46,102,37.5,30,274.5,78,0,
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,12,344,0,0,0,114.5,725.5,150,120,1346,78,0,
UM,U Matter 2,MAR,0,0,CCFN,0,24,0,0,0,0,250.7,150,120,424.7,78,0,
OOA,Oliver Apartments,SJ,0,0,CCFN,192,30,0,0,0,50,237.8,150,120,659.8,78,0,"924 W Indiana Ave, South Bend, IN 46613"
OPSHE,Oaklawn Psychiatric Center,ELK,0,0,CCFN,24,0,0,0,0,0,120.3,112.5,90,256.8,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,9.7,24,17.5,30,24,81.2,78,0,"911 California Ave, South Bend, IN 46616"
SBCS,South Bend Community Schools: Darden,SJ,0,0,Backpack,0,0,0,0,0,0,0,337.5,270,337.5,78,0,
SBCS,South Bend Community Schools: Wilson,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
SBCS,South Bend Community Schools: Harrison,SJ,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
SBCS,South Bend Community Schools: Nuner Elementary,SJ,0,0,Backpack,0,0,0,0,0,0,0,127.5,102,127.5,78,0,
RL,Resurrection Lutheran,SJ,0,0,CCFN,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
SBCS,South Bend Community Schools: Edison,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
MTS,Marshall Traditional School,SJ,0,0,Backpack,0,0,0,0,0,0,0,277.5,222,277.5,78,0,
MHA,Miami Hills Apartments,SJ,0,0,CCFN,12,0,0,0,20,0,13,0,0,45,78,0,
RPCFC,RETA Pregnancy Clinic & Family Clinic,SJ,0,0,CCFN,0,0,0,0,0,0,8.6,150,120,158.6,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,56,0,0,0,187,57,290,0,0,590,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,0,0,0,0,184,37.5,30,221.5,78,0,
OPSHG,Oaklawn Psychiatric Center - Lakview Drive,ELK,0,0,CCFN,0,0,0,0,0,0,29,0,0,29,78,0,
AMBC,Antioch Missionary Baptist Church,SJ,0,0,CCFN,0,120,0,0,19.5,0,29.7,0,0,169.2,78,0,"1533 W Ewing Ave, South Bend, IN 46613"
CTAC,Christ Temple Apostolic,SJ,0,0,CCFN,42.8,80,0,0,30,12,482.8,150,120,797.6,78,0,"2307 Elwood Ave, South Bend, IN 46628"
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,25,100,11,0,39.92,30,47.8,0,0,253.72,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,30,120,0,0,0,0,11,0,0,161,78,0,"530 E Ireland Rd, South Bend, IN 46614"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,9.12,24,92.8,30,24,155.92,78,0,"911 California Ave, South Bend, IN 46616"
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,100,240,0,0,40,0,301.4,0,0,681.4,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,0,80,0,0,0,0,187,0,0,267,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,119,0,0,0,0,0,119,0,0,238,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
DFI,"Davis Foundation, Inc.",SJ,0,0,CCFN,50,0,0,0,0,0,0,0,0,50,78,0,
CM,Camp Millhouse,SJ,0,0,CCFN,0,0,0,0,132,57.8,0,0,0,189.8,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,24,48,0,0,0,0,0,0,0,72,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,8.4,0,0,0,0,8.4,78,0,1501 W Washington St
CBCC,Charles Black Community Center,SJ,0,0,CCFN,0,0,22,0,10,63,0,81.25,65,176.25,78,0,
SPUMC,St. Paul's UMC,SJ,0,0,CCFN,21,0,45,0,66,0,64,15,12,211,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,0,0,0,0,132,0,73,0,0,205,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,71.4,0,0,4,53,0,128.8,0,0,257.2,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,31.8,0,0,43,33,70,94.8,30,24,302.6,78,0,"911 California Ave, South Bend, IN 46616"
IUSB,IUSB: Titans Feeding Titans,SJ,0,0,CCFN,0,0,0,0,0,57.8,77,150,120,284.8,78,0,
VFP,Village Pantry,SJ,0,0,CCFN,111,0,0,0,0,0,0,0,0,111,78,0,"13060 Jefferson Blvd, Mishawaka, IN 46545"
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,0,0,0,0,168,0,0,0,0,168,78,0,
OLOTR,Our Lady of the Road,SJ,0,0,CCFN,108,96,22.8,20,66,71.8,270.4,75,60,730,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,63,0,0,0,0,0,102,37.5,30,202.5,78,0,
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,268.8,248,225,0,52.8,142.8,1000,150,120,2087.4,78,0,
MCNC,Marshall County Neighborhood Center,MAR,0,0,CCFN,0,12,0,16,280,137.4,461.8,0,0,907.2,78,0,
CFP,Culver Food Pantry,MAR,0,0,CCFN,190.8,160,0,160,202,93.8,164,300,240,1270.6,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,25,22.8,0,9.12,5.12,13,0,0,75.04,78,0,
CE,Culver Elementary School,MAR,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
DC,David's Courage,SJ,0,0,CCFN,0,0,0,0,0,0,0,17.5,14,17.5,78,0,
CHS,Culver Community Middle/High School,MAR,0,0,Backpack,0,0,0,0,0,0,0,105,84,105,78,0,
VCC,Vineyard Community Center,SJ,0,0,CCFN,10.5,0,0,3,0,0,76.12,0,0,89.62,78,0,"609 John Glenn Ct, Mishawaka, IN 46544"
BCP,Broadway Christian Parish Church,SJ,0,0,CCFN,0,0,0,0,168,0,0,0,0,168,78,0,
WCFP,Walkerton Christian Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,150,120,150,78,0,
KKH,Karl King Riverbend Tower,SJ,0,0,CCFN,204.8,224,0,0,54.12,113,455.8,150,120,1201.72,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,0,80,0,0,0,0,267.8,0,0,347.8,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,283.8,332,0,0,94.4,184.6,1028.72,0,0,1923.52,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,0,0,0,0,0,0,46,0,0,46,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
WCFP,Walkerton Christian Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,25,20,25,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,0,0,0,0,7,0,0,0,0,7,78,0,
STVINC,St. VIncent de Paul: Holy Cross,ELK,0,0,CCFN,0,0,0,0,0,0,0,7.5,6,7.5,78,0,
NCUMC,New Carlisle United Methodist Church,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,0,37,0,24,14,0,0,75,78,0,
0,Young Women's Christian Association,SJ,0,0,CCFN,63,107,36,170,0,0,8.8,0,0,384.8,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,22,38,0,30,22,58,0,0,170,78,0,
DFM,Divine Faith Ministries International,SJ,0,0,CCFN,0,80,0,0,140.4,28.12,322.32,0,0,570.84,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,31.8,0,0,43,33,0,138.12,30,24,275.92,78,0,"911 California Ave, South Bend, IN 46616"
SASKC,"Salvation Army: St Joe, Kroc Center",SJ,0,0,CCFN,63,0,0,0,0,23,59.4,22.5,18,167.9,78,0,"900 W Western Ave, South Bend, IN 46601"
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,42,0,0,37,44.4,24,17,0,0,164.4,78,0,
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,24,175,0,0,95.92,12,610,0,0,916.92,78,0,
UM,U Matter 2,MAR,0,0,CCFN,31.8,0,0,0,132,0,16,0,0,179.8,78,0,
OHA,Oaklawn: Hope Ave,ELK,0,0,CCFN,30,52,0,12,55,0,124,0,0,273,78,0,
CSO,Community Support Other,ELK,0,0,Backpack,0,0,0,0,0,0,0,15,12,15,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,0,0,0,0,0,0,0,15,12,15,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
SASKC,"Salvation Army: St Joe, Kroc Center",SJ,0,0,CCFN,0,0,0,0,0,0,0,30,24,30,78,0,"900 W Western Ave, South Bend, IN 46601"
RMH,Ronald McDonald House,SJ,0,0,Backpack,0,0,0,0,0,0,0,7.5,6,7.5,78,0,
RA,Robertsons Apartments,SJ,0,0,CCFN,193,131,37,125,260.8,241,586.94,75,60,1649.74,78,0,"211 S Michigan St, South Bend, IN 46601"
MFP,Mishawaka Food Pantry,SJ,0,0,CCFN,63,0,0,12,0,0,184,0,0,259,78,0,
DSK,Downtown Soup Kitchen,SJ,0,0,CCFN,0,0,0,0,27,0,0,0,0,27,78,0,
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
NOD,Nappanee Open Door,ELK,0,0,CCFN,0,160,0,0,0,18,24,0,0,202,78,0,
BOL,Bread of Life,MAR,0,0,CCFN,63,0,267,0,132,18,642,150,120,1272,78,0,"6770 N Michigan St, Plymouth, IN 46563"
TC,The Center,ELK,0,0,CCFN,0,42,24,0,0,11.8,165.8,0,0,243.6,78,0,
OC,Oakhaven Community,MAR,0,0,CCFN,52.12,30,20,2,33.6,17.8,45,0,0,200.52,78,0,"500 S Montgomery St, Bremen, IN 46506"
BOL,Bread of Life,MAR,0,0,CCFN,0,0,0,0,0,0,0,525,420,525,78,0,"6770 N Michigan St, Plymouth, IN 46563"
NOD,Nappanee Open Door,ELK,0,0,CCFN,0,0,0,0,42,0,0,0,0,42,78,0,
TC,The Center,ELK,0,0,CCFN,0,0,0,0,28,0,0,150,120,178,78,0,
AIDS,Aids Ministries,SJ,0,0,CCFN,0,0,0,0,70,0,0,0,0,70,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,1824,0,2667,0,2306,0,1090,0,0,7887,78,0,
DLM,Darryl's Meals,MAR,0,0,CCFN,0,0,0,0,0,0,0,45,36,45,78,0,
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,154.4,30,14,60,117,29.4,308.4,150,120,863.2,78,0,
BGCN,Boys & Girls Club Nappanee,ELK,0,0,Backpack,94,160,20,0,151.8,0,293.6,0,0,719.4,78,0,
MFP,Mishawaka Food Pantry,SJ,0,0,CCFN,0,0,0,0,280,0,0,0,0,280,78,0,
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,0,0,0,0,28,0,0,0,0,28,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,0,0,0,0,42,0,0,0,0,42,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,252,224,168.8,148,126.8,204.8,613.8,75,60,1813.2,78,0,
SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,0,0,Backpack,0,0,0,0,0,0,0,615,492,615,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,0,0,43.4,0,0,0,0,43.4,78,0,
CBCC,Charles Black Community Center,SJ,0,0,CCFN,0,25,0,0,10,70,0,162.5,130,267.5,78,0,
GSCE,Goshen Schools: Chamberlain Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,45,36,45,78,0,
GSHS,Goshen Schools: High School,ELK,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
GSME,Goshen Schools: Model Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
CSO,Concord: South Side,ELK,0,0,Backpack,0,0,0,0,0,0,0,195,156,195,78,0,
GSPE,Goshen Schools: Parkside Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
GSWGE,Goshen Schools: West Goshen Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,97.5,78,97.5,78,0,
GSWE,Goshen Schools: Waterford Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
GPVE,Goshen Schools: Prairie View Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,22.5,18,22.5,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,19,0,0,0,46.8,6,108,0,0,179.8,78,0,"530 E Ireland Rd, South Bend, IN 46614"
FAF,Community Fridge,SJ,0,0,CCFN,15.12,0,0,6,33,11.8,101.8,0,0,167.72,78,0,"911 California Ave, South Bend, IN 46616"
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,68,0,0,0,13,0,9,0,0,90,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,30,0,0,127.5,102,157.5,78,0,
STVINC,St. Vincent de Paul: St Joe Parrish,ELK,0,0,CCFN,21.8,0,0,0,0,0,88.8,150,120,260.6,78,0,
SAG,"Salvation Army North Main Street, Goshen, IN",ELK,0,0,CCFN,0,40,0,0,118.8,73,14,0,0,245.8,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,42,90,0,61,17,69.8,297,150,120,726.8,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,10.8,80,90,94,151.8,57.8,238,0,0,722.4,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,133,280,109,306,67.5,133,670.92,0,0,1699.42,78,0,
MLC,Maple Leaf Commons,ELK,0,0,CCFN,15.12,30,0,0,22,46.4,56,0,0,169.52,78,0,
ESB,Elkhart Schools: Bristol,ELK,0,0,Backpack,0,0,0,0,0,0,0,345,276,345,78,0,
PAA,Premier Arts Academy,ELK,0,0,Backpack,0,0,0,0,0,0,0,285,228,285,78,0,
ESPH,Elkhart Schools: Pace Preschool/Hawthorne,ELK,0,0,Backpack,0,0,0,0,0,0,0,247.5,198,247.5,78,0,
TC,Tolson Center,ELK,0,0,CCFN,0,0,0,0,0,0,0,225,180,225,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,0,0,0,0,112,0,0,0,0,112,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,0,0,0,0,280,0,0,375,300,655,78,0,
TW,The Window,ELK,0,0,CCFN,0,100,225,0,0,57.8,653.12,150,120,1185.92,78,0,"223 S Main St, Goshen, IN 46526"
VFP,Village Pantry,SJ,0,0,CCFN,0,0,0,0,5,0,0,0,0,5,78,0,"13060 Jefferson Blvd, Mishawaka, IN 46545"
ESEE,Elkhart Schools: Eastwood Elementary,ELK,0,0,Backpack,0,0,0,0,0,0,0,127.5,102,127.5,78,0,
ESR,Elkhart Schools: Riverview,ELK,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
ESMF,Elkhart Schools: Mary Feeser,ELK,0,0,Backpack,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
ESMD,Elkhart Schools: Mary Daly,ELK,0,0,Backpack,0,0,0,0,0,0,0,262.5,210,262.5,78,0,
FFC,Family Resource Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
HCHSN,Heart City Health - Simpson,ELK,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
HCHS,Heart City Health - Scenic,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,0,0,0,0,0,0,0,750,600,750,78,0,
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,0,0,0,0,0,0,0,140,112,140,78,0,
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,86.8,200,275,204,173,69,641.6,150,120,1799.4,78,0,
SAE,Salvation Army: Elkhart,ELK,0,0,CCFN,149.8,0,0,0,10,12,24,0,0,195.8,78,0,
MVC,Miami Village Church,SJ,0,0,CCFN,27.8,0,0,0,22.8,36,320.6,0,0,407.2,78,0,"1905 Miami St, South Bend, IN 46613"
DFI,"Davis Foundation, Inc.",SJ,0,0,CCFN,0,0,0,11,0,0,120,0,0,131,78,0,
STVINC,St Vincent de Paul Pastoral Center,ELK,0,0,CCFN,31.8,0,225,0,0,0,325.8,150,120,732.6,78,0,"428 Melcher Ave, Elkhart, IN 46516"
RA,Rushton Apartments,SJ,0,0,CCFN,74.12,0,18,0,82.8,12,134,0,0,320.92,78,0,"501 W W Washington St, South Bend, IN 46601"
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,22.8,24,96,0,0,142.8,78,0,
MTS,Marshall Traditional School,SJ,0,0,Backpack,0,0,0,0,0,0,0,270,216,270,78,0,
SBCS,South Bend Community Schools: Edison,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
RL,Resurrection Lutheran,SJ,0,0,CCFN,0,0,0,0,0,0,0,112.5,90,112.5,78,0,
SBCS,South Bend Community Schools: Darden,SJ,0,0,Backpack,0,0,0,0,0,0,0,315,252,315,78,0,
SBCS,South Bend Community Schools: Nuner Elementary,SJ,0,0,Backpack,0,0,0,0,0,0,0,127.5,102,127.5,78,0,
SBCS,South Bend Community Schools: Clay Intermediate,SJ,0,0,Backpack,0,0,0,0,0,0,0,525,420,525,78,0,
PSB,Paramount South Bend,SJ,0,0,Backpack,0,0,0,0,0,0,0,75,60,75,78,0,
SBCS,South Bend Community Schools: Navarre,SJ,0,0,Backpack,0,0,0,0,0,0,0,37.5,30,37.5,78,0,
SBCS,South Bend Community Schools: Harrison,SJ,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
SBCS,South Bend Community Schools: Wilson,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
CA,Career Academy,SJ,0,0,Backpack,0,0,0,0,0,0,0,300,240,300,78,0,
SBCS,South Bend Community Schools: Navarre,SJ,0,0,Backpack,11,0,0,0,0,0,0,0,0,11,78,0,
BGCMI,Boys & GIrls Club Middlebury,ELK,0,0,Backpack,10.8,0,0,0,74.4,24,48,0,0,157.2,78,0,
SBCS,South Bend Community Schools: Nuner Elementary,SJ,0,0,Backpack,0,0,0,0,0,0,15,0,0,15,78,0,
MHA,Miami Hills Apartments,SJ,0,0,CCFN,24,0,0,0,16,0,12,0,0,52,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,350,0,0,562.5,450,912.5,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,0,0,0,0,21,0,0,0,0,21,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,5.6,0,0,0,0,5.6,78,0,
PMBC,Progressive Missionary Baptist Church,SJ,0,0,CCFN,0,0,0,0,0,0,47,0,0,47,78,0,"1232 E Bronson St, South Bend, IN 46615"
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,59,0,0,18,0,0,142,75,60,294,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,24.12,0,0,0,82.8,36.8,107,30,24,280.72,78,0,"911 California Ave, South Bend, IN 46616"
STC,S A K A L the Center,ELK,0,0,CCFN,405.19,166,150.8,64,222,12,535.92,0,0,1555.91,78,0,
OP,Oaklawn,SJ,0,0,CCFN,0,0,0,0,19.4,0,16,0,0,35.4,78,0,"415 E Madison St, South Bend, IN 46617"
OSH,Oak Street Health,SJ,0,0,CCFN,0,0,0,0,0,0,55,0,0,55,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,18,0,0,0,0,0,24,0,0,42,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,10.8,0,0,0,0,0,0,7.5,6,18.3,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
GMS,Grissom Middle School,SJ,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,311.6,0,0,24,157,0,650.4,0,0,1143,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,60,0,0,0,0,52,0,0,0,112,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,0,0,0,0,95.2,0,0,0,0,95.2,78,0,
ROE,River Oaks Elkhart,ELK,0,0,CCFN,1535,731,1221,0,1479,0,446,0,0,5412,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,6140,890,0,1221,1290,0,1829,0,0,11370,78,0,
LS,Legacy Steps,SJ,0,0,CCFN,0,0,0,5.8,0,0,0,0,0,5.8,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,0,0,15,0,0,15,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,11,52.4,42,118.4,30,24,253.8,78,0,"911 California Ave, South Bend, IN 46616"
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,5.4,14.8,0,0,0,0,66.12,0,0,86.32,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,0,20,0,0,22.8,6,197,0,0,245.8,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,62.8,0,0,0,33,0,293.12,0,0,388.92,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,24,0,15,0,36,0,0,75,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
CTAC,Christ Temple Apostolic,SJ,0,0,CCFN,86.8,100,0,0,0,0,363,150,120,699.8,78,0,"2307 Elwood Ave, South Bend, IN 46628"
CBCC,Charles Black Community Center,SJ,0,0,CCFN,0,0,0,0,12,65,0,202.5,162,279.5,78,0,
DC,David's Courage,SJ,0,0,CCFN,0,0,0,0,0,0,56,0,0,56,78,0,
