Date,Vendor Code,Vendor,County,"Notes for ""Other",Order #,Program,Protein LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indiv Meal LBS,Indiv Meals,Total Pounds," 8,093,927.70 ",,,,,,,,
1/18/2023,,Monastery of the Holy Martyrs,St. Joseph,,5550,CCFN,24,,,6,45,2,,,,77.4,,,,,,,,,
1/18/2023,,Nappanee Open Door,Elkhart,,5465,CCFN,,,,,,,7,,,7,,,,,,,,,
1/18/2023,,Nappanee Open Door,Elkhart,,5466,Backpack,,,,,,,,15,12,15,,,,,,,,,
1/18/2023,,Nappanee Open Door,Elkhart,,5466,CCFN,,,,,15,,,,,15,,,,,,,,,
1/18/2023,,Nappanee Open Door,Elkhart,,5488,CCFN,,,,,,,99,,,99,,,,,,,,,
1/18/2023,,Nappanee Open Door,Elkhart,,5519,CCFN,160,,,,,,,,,160.3,,,,,,,,,
1/18/2023,,Our Lady of the Road Soup Kitchen,St. Joseph,,5531,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/18/2023,,Saving Grace,,,5538,Backpack,,,,,,,,7.5,6,7.5,,,,,,,,,
1/18/2023,,Saving Grace,,,5538,CCFN,,,,,23.3,10,37,,,70.4,,,,,,,,,
1/18/2023,,St. Augustine Parish - Soup Kitchen,St. Joseph,,5561,CCFN,,,122,,,,,,,122.1,,,,,,,,,
1/18/2023,,Storehouse Food Pantry,,,5298,CCFN,,,72,,150,,35,,,257,,,,,,,,,
1/18/2023,,Storehouse Food Pantry,,,5321,CCFN,,,16.5,,28.4,68,60,,,174.9,,,,,,,,,
1/18/2023,,Storehouse Food Pantry,,,5557,CCFN,139.5,,179.9,418.5,,14,152,,,903.9,,,,,,,,,
1/18/2023,,Storehouse Food Pantry,,,5567,CCFN,24,,,11,105.8,,,,,140.8,,,,,,,,,
1/18/2023,,The Center,Elkhart,,5437,CCFN,40,,,,,,0.6,,,40.6,,,,,,,,,
1/18/2023,,The Center,Elkhart,,5491,CCFN,,1.7,,,0.7,99,388.3,,,489.8,,,,,,,,,
1/18/2023,,The Center,Elkhart,,5514,CCFN,,,,,36,2,,,,38.1,,,,,,,,,
1/19/2023,,Brick of Hope Ministries,,,5553,CCFN,,,,,3.8,30,,,,34.6,,,,,,,,,
1/19/2023,,Community Support,,,5349,CCFN,,,,,30,,27,,,57.1,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5468,CCFN,,,,,30,,,,,30,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5480,CCFN,,,,,,,162,,,163.1,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5504,CCFN,46.9,,,,,,49.3,,,96.8,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5506,CCFN,,2,,,,,162.3,,,164.3,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5509,CCFN,,,17.5,,6,,32,,,55.5,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5511,CCFN,,,,,30,,8.4,,,38.5,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5524,CCFN,,,,,45,83.5,,,,128.5,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5525,CCFN,,,,,180.8,,,,,180.8,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5526,CCFN,,,,,30,,,,,30,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5527,CCFN,,,,,,,,,,0.1,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5528,CCFN,24,,4.4,11.3,,,16,,,55.7,,,,,,,,,
1/19/2023,,Gymtown Food Pantry,Elkhart,,5529,CCFN,90,,,,,,,,,90,,,,,,,,,
1/19/2023,,Middlebury Boys & Girls Club,,,5464,CCFN,,,,,12,,20,,,32,,,,,,,,,
1/19/2023,,Middlebury Boys & Girls Club,,,5520,CCFN,,,,,0.6,,22.4,,,23.9,,,,,,,,,
1/19/2023,,Middlebury Boys & Girls Club,,,5530,CCFN,14.3,,,,22.5,10,97,,,143.8,,,,,,,,,
1/19/2023,,Middlebury Community Food Pantry,Elkhart,,5470,Backpack,,,,,,,,45,36,45,,,,,,,,,
1/19/2023,,Middlebury Community Food Pantry,Elkhart,,5470,CCFN,,,158.4,48.1,51.2,,72,,,329.7,,,,,,,,,
1/19/2023,,Oaklawn Properties,St. Joseph,,5562,CCFN,,,4.9,10,130.7,,2,,,147.7,,,,,,,,,
1/19/2023,,Our Lady of the Road Soup Kitchen,St. Joseph,,5577,Backpack,,,,,,,,60,48,60,,,,,,,,,
1/19/2023,,Our Lady of the Road Soup Kitchen,St. Joseph,,5577,CCFN,12,,,,,4,75,,,91.2,,,,,,,,,
1/19/2023,,St. Vincent De Paul - Center,St. Joseph,,5571,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/19/2023,,St. Vincent De Paul - Center,St. Joseph,,5571,CCFN,,,3.8,,30,1075,35,,,1144.4,,,,,,,,,
1/19/2023,,The Grace Place(DISABLED),,,5473,CCFN,,,,,,,,,,0.9,,,,,,,,,
1/19/2023,,The Grace Place(DISABLED),,,5533,CCFN,24,,,,17,,,,,41.1,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5463,CCFN,,,,,,,20,,,20,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5495,CCFN,,,,,6,3.5,,,,9.5,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5499,CCFN,,,,,,,24.5,,,26.1,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5534,CCFN,,,,,,,,,,0.9,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5535,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5535,CCFN,87.3,,61.3,213.8,0,52,51,,,465.4,,,,,,,,,
1/19/2023,,The Hub Bristol,Elkhart,,5556,CCFN,,,,,4.5,,,,,4.6,,,,,,,,,
1/20/2023,,IUSB - Titans Feeding the Titans,St. Joseph,,5065,Backpack,,,,,,,,112.5,90,112.5,,,,,,,,,
1/20/2023,,IUSB - Titans Feeding the Titans,St. Joseph,,5065,CCFN,,,,,26.5,420,120,,,566.8,,,,,,,,,
1/20/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5541,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/20/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5560,CCFN,24,,,,60,,,,,84,,,,,,,,,
1/23/2023,,Catholic Charities: South Bend Office,St. Joseph,,5606,CCFN,,,55,,,30,47,,,132,,,,,,,,,
1/23/2023,,Lydick United Methodist Church,St. Joseph,,5568,CCFN,,,,,,,96.7,,,96.7,,,,,,,,,
1/23/2023,,Lydick United Methodist Church,St. Joseph,,5603,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
1/23/2023,,Lydick United Methodist Church,St. Joseph,,5603,CCFN,,,,,,,146.8,,,146.8,,,,,,,,,
1/23/2023,,Lydick United Methodist Church,St. Joseph,,5617,CCFN,,,,,,,9,,,9,,,,,,,,,
1/23/2023,,Oaklawn Properties,St. Joseph,,5598,CCFN,,,,,,,270,,,270,,,,,,,,,
1/23/2023,,Oaklawn Properties,St. Joseph,,5604,CCFN,,,,24,,,41.6,,,65.6,,,,,,,,,
1/23/2023,,St. Adalbert & St. Casimir,,,5593,CCFN,,,2.3,,4,,99.7,,,106,,,,,,,,,
1/23/2023,,St. Adalbert & St. Casimir,,,5640,Backpack,,,,,,,,45,36,45,,,,,,,,,
1/23/2023,,St. Joseph County Department of Health,St. Joseph,,5431,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/24/2023,,Life Treatment Center,St. Joseph,,5307,CCFN,,,,,,,248,,,248,,,,,,,,,
1/24/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5585,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/24/2023,,Oaklawn Properties,St. Joseph,,5570,CCFN,,,,,,,576.5,,,576.5,,,,,,,,,
1/24/2023,,Oaklawn Properties,St. Joseph,,5625,CCFN,,,,,,15,,,,15,,,,,,,,,
1/25/2023,,AIDS Ministries - AIDS Assist of Northern Indiana,,,5380,CCFN,10,,7.5,,24,,,,,41.5,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5576,CCFN,,,,,28.5,,,,,28.5,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5586,CCFN,,,,,,,195,,,195,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5610,CCFN,,,,,,,54,,,54,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5611,CCFN,,,,,,,11.3,,,11.3,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5633,CCFN,,,,,,,51.8,,,51.8,,,,,,,,,
1/25/2023,,Antioch Missionary Baptist Church,St. Joseph,,5671,CCFN,24,54,,,,,32,,,110,,,,,,,,,
1/25/2023,,Bread of Life Community FP,LaGrange,,5552,CCFN,,,52,269.8,,1060,270,,,1651.8,,,,,,,,,
1/25/2023,,Broadway Christian Parish,St. Joseph,,5582,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/25/2023,,Broadway Christian Parish,St. Joseph,,5582,CCFN,,,67.1,,,,321,,,388.1,,,,,,,,,
1/25/2023,,Community Food Pantry of New Carlisle,,,5575,CCFN,,,,,,,28,,,28,,,,,,,,,
1/25/2023,,Community Food Pantry of New Carlisle,,,5619,CCFN,,,,,,,14.2,,,14.2,,,,,,,,,
1/25/2023,,Community Food Pantry of New Carlisle,,,5623,CCFN,,,,,,,36,,,36,,,,,,,,,
1/25/2023,,Community Food Pantry of New Carlisle,,,5661,CCFN,10,,,,36,60,,,,106,,,,,,,,,
1/25/2023,,Hope Avenue - Oaklawn,St. Joseph,,5634,CCFN,,,,,,,69,,,69,,,,,,,,,
1/25/2023,,Hope Avenue - Oaklawn,St. Joseph,,5649,CCFN,,,,,,,,,,,,,,,,,,,
1/25/2023,,Hope Avenue - Oaklawn,St. Joseph,,5669,CCFN,,,,,,,,,,,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5555,Backpack,,,,,,,,45,36,45,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5555,CCFN,,,,,,20,,,,20,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5594,CCFN,,,,,,,658.7,,,659,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5600,CCFN,,,,,,,108,,,108,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5609,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/25/2023,,Mishawaka Food Pantry,St. Joseph,,5609,CCFN,,,,,,,14.1,,,14.1,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5566,CCFN,,,,,10,,,,,10,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5573,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5588,CCFN,18,,,,,12,235.3,,,265.3,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5592,CCFN,,,,,,,10.1,,,10.1,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5596,CCFN,,,,,,,669.9,,,670.6,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5601,CCFN,,,,,,,798,,,798,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5602,CCFN,,,,,,,410,,,410,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5615,CCFN,,,,,,,213.8,,,213.8,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5626,CCFN,,,,24,,,75.1,,,99.1,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5627,CCFN,,,,,,,3,,,3,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5657,CCFN,410,108,2,37,60,24,364,,,1005,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5667,CCFN,,,45,37,8.5,,64,,,154.5,,,,,,,,,
1/25/2023,,Monastery of the Holy Martyrs,St. Joseph,,5673,CCFN,,,,,45,4,,,,49,,,,,,,,,
1/25/2023,,Nappanee Open Door,Elkhart,,5549,Backpack,,,,,,,,15,12,15,,,,,,,,,
1/25/2023,,Nappanee Open Door,Elkhart,,5549,CCFN,,,,,,35,60,,,95,,,,,,,,,
1/25/2023,,Nappanee Open Door,Elkhart,,5648,CCFN,,,13.5,,,,99,,,112.5,,,,,,,,,
1/25/2023,,Nappanee Open Door,Elkhart,,5668,CCFN,68,,,37,42,,,,,147,,,,,,,,,
1/25/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5589,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/25/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5589,CCFN,,,,,11.3,,,,,11.3,,,,,,,,,
1/25/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5590,CCFN,,,,,,4,143.8,,,147.8,,,,,,,,,
1/25/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5642,CCFN,6,81,,,18,,188,,,293,,,,,,,,,
1/25/2023,,St. Augustine Parish - Soup Kitchen,St. Joseph,,5655,CCFN,,,48,,,,48,,,96,,,,,,,,,
1/25/2023,,Storehouse Food Pantry,,,5578,CCFN,,,36,,1.9,140,54,,,232.2,,,,,,,,,
1/25/2023,,Storehouse Food Pantry,,,5599,CCFN,,,,,,,604.4,,,605,,,,,,,,,
1/25/2023,,Storehouse Food Pantry,,,5608,CCFN,,,,,,,324,,,324,,,,,,,,,
1/25/2023,,Storehouse Food Pantry,,,5628,CCFN,,,1.5,,,,105.9,,,107.4,,,,,,,,,
1/25/2023,,Storehouse Food Pantry,,,5652,CCFN,,,12,40.3,,,,,,52.3,,,,,,,,,
1/25/2023,,The Center,Elkhart,,5565,CCFN,,,,,,,283.7,,,283.7,,,,,,,,,
1/25/2023,,The Center,Elkhart,,5607,CCFN,,,,,,15,,,,15,,,,,,,,,
1/25/2023,,The Center,Elkhart,,5647,CCFN,,,11.6,122.4,,,,,,134,,,,,,,,,
1/25/2023,,The Center,Elkhart,,5663,CCFN,,,,,,,162,,,162,,,,,,,,,
1/26/2023,,"Boys & Girls Club, Goshen",,,4918,CCFN,,,,,,,90,,,90,,,,,,,,,
1/26/2023,,Brick of Hope Ministries,,,5583,CCFN,6,108,,,,,27,,,141,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5522,CCFN,,,,,,,215,,,215,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5523,CCFN,,,,,,,76.9,,,76.9,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5612,CCFN,,9,,,,,78,,,87,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5613,CCFN,,,,,,1,76.1,,,77.1,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5614,CCFN,,,,,,12,,,,12.4,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5618,CCFN,,,,,,,188.9,,,188.9,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5620,CCFN,,,,,,,28.7,,,28.7,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5621,CCFN,,,,,,,3,,,3,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5622,CCFN,122,,6.6,148,15,,197,,,488.6,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5674,CCFN,,,,,67.5,,64,,,131.5,,,,,,,,,
1/26/2023,,Gymtown Food Pantry,Elkhart,,5693,CCFN,,,,,73,,,,,73,,,,,,,,,
1/26/2023,,IUSB - Titans Feeding the Titans,St. Joseph,,5605,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
1/26/2023,,IUSB - Titans Feeding the Titans,St. Joseph,,5605,CCFN,,,26.6,5,,,237,,,268.6,,,,,,,,,
1/26/2023,,Lydick United Methodist Church,St. Joseph,,5400,CCFN,,,,,3.8,,,,,3.8,,,,,,,,,
1/26/2023,,Lydick United Methodist Church,St. Joseph,,5503,CCFN,,,,,,198,,,,198.1,,,,,,,,,
1/26/2023,,Lydick United Methodist Church,St. Joseph,,5537,CCFN,,,,,7.6,,,,,7.6,,,,,,,,,
1/26/2023,,Lydick United Methodist Church,St. Joseph,,5629,CCFN,6,27,,,6,,91,,,130,,,,,,,,,
1/26/2023,,Lydick United Methodist Church,St. Joseph,,5670,CCFN,,,,,22.5,,,,,22.5,,,,,,,,,
1/26/2023,,Miami Village Church,,,5352,CCFN,90,,,,,,,,,90,,,,,,,,,
1/26/2023,,Miami Village Church,,,5665,CCFN,,,,,22.5,,,,,22.5,,,,,,,,,
1/26/2023,,Miami Village Church,,,5666,CCFN,,,,,22.5,,,,,22.5,,,,,,,,,
1/26/2023,,Middlebury Boys & Girls Club,,,5558,CCFN,,,,,,,40,,,40,,,,,,,,,
1/26/2023,,Middlebury Boys & Girls Club,,,5591,CCFN,,,,,,,244,,,244,,,,,,,,,
1/26/2023,,Middlebury Boys & Girls Club,,,5644,CCFN,2,108,,,60,,90,,,260,,,,,,,,,
1/26/2023,,Middlebury Boys & Girls Club,,,5689,CCFN,,,,,33,,,,,33,,,,,,,,,
1/26/2023,,Middlebury Community Food Pantry,Elkhart,,5680,CCFN,210,135,32.4,37,30,,177,,,621.4,,,,,,,,,
1/26/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5700,Backpack,,,,,,,,30,24,30,,,,,,,,,
1/26/2023,,Oliver Apartments - Oaklawn,St. Joseph,,5700,CCFN,,,2,,22.5,,96,,,120.5,,,,,,,,,
1/26/2023,,Salvation Army - Elkhart,Elkhart,,5643,Backpack,,,,,,,,75,60,75,,,,,,,,,
1/26/2023,,Salvation Army - Goshen,Elkhart,,5492,CCFN,16,81,,37,70,330,33.5,,,567.5,,,,,,,,,
1/26/2023,,St. Vincent De Paul - Center,St. Joseph,,5581,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/26/2023,,St. Vincent De Paul - Center,St. Joseph,,5581,CCFN,,,,74,60,495,60,,,689,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5564,CCFN,,,10,,22.5,,34,,,66.5,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5587,Backpack,,,,,,,,75,60,75,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5638,CCFN,,,,,,,67,,,67,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5639,Backpack,,,,,,,,67.5,54,67.5,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5641,CCFN,,,8,,,,,,,8,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5658,CCFN,130,,1.8,,36.8,,13.5,,,182.1,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5678,CCFN,,81,,,,,90,,,171,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5681,CCFN,,,15,,,,,,,15,,,,,,,,,
1/26/2023,,The Hub Bristol,Elkhart,,5695,CCFN,,,10,0.7,6,,0,,,16.7,,,,,,,,,
1/26/2023,,The Village Community Center,,,5187,CCFN,4,54,18,37.7,0,37.9,130.8,,,282.4,,,,,,,,,
1/27/2023,,Brick of Hope Ministries,,,5696,CCFN,,,,,,,111,,,111,,,,,,,,,
1/27/2023,,Christ the King - St. Vincent de Paul,St. Joseph,,5507,Backpack,,,,,,,,60,48,60,,,,,,,,,
1/27/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5636,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/27/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5636,CCFN,,,,,,,310,,,310,,,,,,,,,
1/27/2023,,Maranatha Missionary Baptist Church,St. Joseph,,5650,CCFN,,,,,,,128,,,128,,,,,,,,,
1/27/2023,,Oaklawn Properties,St. Joseph,,5656,CCFN,,,10.1,11.3,,,90,,,111.4,,,,,,,,,
1/27/2023,,Oaklawn Properties,St. Joseph,,5662,CCFN,72,27,,,13.5,,,,,112.5,,,,,,,,,
1/27/2023,,Open Gate Praise and Deliverance Ministries,,,5543,CCFN,48,,,185,31.5,,15,,,279.5,,,,,,,,,
1/30/2023,,Brick of Hope Ministries,,,5716,CCFN,,,,,,,104,,,104,,,,,,,,,
1/30/2023,,Catholic Charities: South Bend Office,St. Joseph,,5646,CCFN,,,8,,24,,,,,32,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5584,CCFN,,,,,3,5,,,,8,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5682,CCFN,,,,,,,15,,,15,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5712,CCFN,,,,,,,12,,,12,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5715,CCFN,,,,,,,123,,,123,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5725,CCFN,,,,,,,120,,,120,,,,,,,,,
1/30/2023,,Lydick United Methodist Church,St. Joseph,,5752,CCFN,,,,,10,,,,,10,,,,,,,,,
1/31/2023,,Broadway Christian Parish,St. Joseph,,5675,Backpack,,,,,,,,150,120,150,,,,,,,,,
1/31/2023,,Broadway Christian Parish,St. Joseph,,5675,CCFN,,,,,84,,37.5,,,121.5,,,,,,,,,
1/31/2023,,Broadway Christian Parish,St. Joseph,,5775,CCFN,,,25,,,,,,,25,,,,,,,,,
1/31/2023,,Broadway Christian Parish,St. Joseph,,5777,CCFN,,,,90,,,13,,,103,,,,,,,,,
1/31/2023,,Oaklawn Properties,St. Joseph,,5645,CCFN,,,,,,,183,,,183,,,,,,,,,
1/31/2023,,Oaklawn Properties,St. Joseph,,5672,CCFN,,,,,,,90,,,90,,,,,,,,,
1/31/2023,,Oaklawn Properties,St. Joseph,,5694,CCFN,,,3,,,,105.5,,,108.5,,,,,,,,,
1/31/2023,,Oaklawn Properties,St. Joseph,,5743,CCFN,,,,,,,34.5,,,34.5,,,,,,,,,
1/31/2023,,Oaklawn Properties,St. Joseph,,5768,CCFN,,,5,18,22.4,,3.7,,,49.1,,,,,,,,,
1/31/2023,,St. Adalbert & St. Casimir,,,5714,Backpack,,,,,,,,45,36,45,,,,,,,,,
1/31/2023,,St. Adalbert & St. Casimir,,,5714,CCFN,,,,,30,,15,,,45,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5697,CCFN,,,,,12,,,,,12,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5718,CCFN,,,,,,,48,,,48,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5722,CCFN,,,,,18,,48,,,66,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5724,CCFN,,,,,,,89,,,89,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5746,CCFN,,,,,50,,16,,,66,,,,,,,,,
2/1/2023,,Antioch Missionary Baptist Church,St. Joseph,,5755,CCFN,,,,,50,,,,,50,,,,,,,,,
2/1/2023,,Bread of Life Community FP,LaGrange,,5793,CCFN,88.5,,96,198,667,125,8,,,1182.5,,,,,,,,,
2/1/2023,,Bread of Life Community FP,LaGrange,,5798,CCFN,107.5,110,30,,,,790,,,1037.5,,,,,,,,,
2/1/2023,,Community Food Pantry of New Carlisle,,,5677,CCFN,6,,,,,,,,,6,,,,,,,,,
2/1/2023,,Community Food Pantry of New Carlisle,,,5708,CCFN,,,,,,,114.3,,,114.3,,,,,,,,,
2/1/2023,,Community Food Pantry of New Carlisle,,,5751,CCFN,,,,,,,0.6,,,0.6,,,,,,,,,
2/1/2023,,Community Food Pantry of New Carlisle,,,5757,CCFN,107.5,,,,,,7,,,114.5,,,,,,,,,
2/1/2023,,David's Courage,,,5551,CCFN,8,27,,,,,,,,35,,,,,,,,,
2/1/2023,,David's Courage,,,5726,CCFN,,,,,,,149,,,149,,,,,,,,,
2/1/2023,,David's Courage,,,5770,CCFN,,,,,20,,,,,20,,,,,,,,,
2/1/2023,,David's Courage,,,5805,CCFN,43,,5.3,,9.8,,74.8,,,132.9,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5572,CCFN,,,,,,,30,,,30,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5635,CCFN,,,,,,,12,,,12,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5659,CCFN,48,,,,6,,141.5,,,195.5,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5702,CCFN,,,,,3,,64,,,67,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5737,CCFN,,,,,,,100.3,,,100.4,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5784,Backpack,,,,,,,,30,24,30,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5784,CCFN,,,,54,20,,1,,,75,,,,,,,,,
2/1/2023,,Hope Avenue - Oaklawn,St. Joseph,,5809,CCFN,10.8,1,9.6,22.4,6.8,9,117.5,,,177.1,,,,,,,,,
2/1/2023,,Life Treatment Center,St. Joseph,,5660,CCFN,,,,,,5,,,,5.3,,,,,,,,,
2/1/2023,,Lydick United Methodist Church,St. Joseph,,5760,CCFN,43,,,,,,80.8,,,123.8,,,,,,,,,
2/1/2023,,Lydick United Methodist Church,St. Joseph,,5796,CCFN,,,,,,,18,,,18,,,,,,,,,
2/1/2023,,Lydick United Methodist Church,St. Joseph,,5824,CCFN,,,,,,,44,,,44,,,,,,,,,
2/1/2023,,Marshall County Neighborhood Center,Marshall,,5651,CCFN,,,,,,,90,,,90,,,,,,,,,
2/1/2023,,Marshall County Neighborhood Center,Marshall,,5792,CCFN,,,39,54,,,68,,,161,,,,,,,,,
2/1/2023,,Mishawaka Food Pantry,St. Joseph,,5631,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
2/1/2023,,Mishawaka Food Pantry,St. Joseph,,5631,CCFN,,,,,15,,60,,,75,,,,,,,,,
2/1/2023,,Mishawaka Food Pantry,St. Joseph,,5719,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
2/1/2023,,Mishawaka Food Pantry,St. Joseph,,5719,CCFN,,130,12.3,38.9,4.1,,195,,,380.3,,,,,,,,,
2/1/2023,,Mishawaka Food Pantry,St. Joseph,,5814,CCFN,,,,,41.5,,130.3,,,171.8,,,,,,,,,
2/1/2023,,Monastery of the Holy Martyrs,St. Joseph,,5685,Backpack,,,,,,,,0,0,0,,,,,,,,,
2/1/2023,,Monastery of the Holy Martyrs,St. Joseph,,5685,CCFN,96,,,,40.5,,284,,,420.5,,,,,,,,,
2/1/2023,,Monastery of the Holy Martyrs,St. Joseph,,5706,CCFN,,,,,24,,15,,,39,,,,,,,,,
2/1/2023,,Monastery of the Holy Martyrs,St. Joseph,,5709,CCFN,,40,,,,,191,,,231,,,,,,,,,
2/1/2023,,Monastery of the Holy Martyrs,St. Joseph,,5732,CCFN,,,,,,,285.8,,,285.8,,,,,,,,,
